242618	11167	967178	763525	851789	165022	785271	607993	921570	455893	200986	6049	686831	850282	35127	328692	579219	527612	173599	375751
844940	563503	313052	968063	667743	332428	731483	594697	954745	137777	76819	578816	351886	358206	202969	340393	864384	559832	584218	174383
632367	781675	767052	600788	871749	14920	245753	727459	33116	14659	893220	268724	395119	189079	486755	993953	432045	681478	831548	78229
289713	770448	220907	489951	617302	85472	137460	211514	154037	108283	59455	263001	904795	149307	567057	62163	643499	628435	557495	114246
148750	289618	683889	812880	979278	476475	686382	601554	690996	996399	63259	16700	910982	167456	2178	860408	403453	336391	963328	41051
729155	313366	773745	200226	238159	157389	778435	495354	924677	668655	532067	360796	232651	377128	584477	498228	612957	507449	373665	630649
836316	109392	679921	545333	192931	563613	584355	550993	22369	450066	493033	961540	887133	765326	417077	663253	78782	804298	162768	989744
8831	324966	631835	422198	226377	19650	202217	355168	603315	42459	928517	76337	735942	838852	926061	92926	743680	789226	930237	190022
563522	583644	467363	558955	108161	547152	819091	151170	484871	540712	216961	603624	63295	661771	829274	927494	500947	232449	558486	146776
85917	697564	161098	601263	560052	788883	858890	656229	267842	50609	300852	735745	651609	436280	691620	451740	827771	222321	940079	734814
83542	288721	543818	934206	798088	722474	450198	222763	361478	479283	394633	730383	510806	465154	277825	251474	216359	767558	218481	799024
921681	853936	364356	943985	321157	970824	873419	84720	843755	495231	587129	588940	870286	923510	267965	104740	95356	324348	164643	199878
589699	951115	992619	656159	661984	664238	203905	925756	713502	476638	934625	767479	941744	924837	479928	993210	29763	141470	557321	716287
713916	755880	182579	637701	79628	780705	607408	650528	537541	289739	405993	312268	587103	200925	589261	800649	828992	795682	599409	808567
111421	624500	942667	559866	67863	622923	464373	418406	231444	620037	27132	150078	301533	665274	859902	459611	859125	920237	562011	617903
302311	229388	626202	277109	676412	469443	356909	603573	549357	24047	10635	727069	327221	750845	961001	512264	834005	395271	670098	734534
737522	322327	889851	221587	567890	429426	917611	61190	56850	184504	437847	454332	318282	334862	826034	257258	889247	284886	447107	873983
755165	994708	724100	586243	839849	278169	82281	399559	47080	857294	473995	71460	149916	741048	606139	527794	560431	794482	726190	44890
610548	226015	127311	803563	821256	596180	864683	477492	431989	228151	481573	200170	685592	650546	891799	871707	502462	701168	44081	642655
46065	758474	316316	252886	274139	438442	423413	778626	281510	185830	325814	518650	360404	126955	927606	923461	200218	413720	59568	227664
843771	231565	772686	143167	843195	701970	828373	494	662123	269733	361728	733021	91946	386788	879076	179532	471449	89572	172774	352983
947658	816265	157933	807674	125824	896080	407384	700050	940471	622619	532692	246201	936618	352791	38236	912624	828995	55065	420955	384569
914894	371933	279815	269425	666871	719985	485343	125160	715802	409444	872416	328961	989821	432599	852165	584262	699002	980878	267769	639505
944353	226070	278155	664455	320210	52842	54648	85346	627726	645221	38209	175747	966617	53680	281742	426606	177590	615095	715628	108288
798207	378968	71274	990000	511014	685801	165250	673066	891249	598230	326431	133720	109789	185883	164559	66442	374818	113196	819809	961449
367456	144551	667552	654767	151726	645637	200660	448463	313502	882039	705352	336415	777822	41062	37019	236469	522011	375329	758098	796005
815824	664561	762943	825392	590800	407336	18930	10696	873356	973906	661238	388385	910639	110297	551067	778271	680245	283839	545602	374540
756448	503282	110884	54924	798848	428681	241531	50333	57372	631547	554518	830460	977635	730579	516368	541542	434362	729048	40310	706380
689759	635568	662378	484699	94982	991572	3601	170468	262271	851450	467694	187947	136004	218826	966149	630986	64230	657471	945048	906811
231170	397954	83945	933409	414048	230830	205681	114672	20374	136115	23953	139407	595914	165024	637011	224391	737078	933456	900829	803033
800134	13336	752921	500307	347750	73462	157565	911206	921962	551503	809026	738448	930859	534880	497580	93497	826586	860279	20122	394102
447345	908395	285658	450582	770039	887834	943003	868171	362285	348778	575339	495964	477231	74067	454480	678777	109468	789731	718359	534320
102598	52000	487213	324698	706368	40935	355685	822402	67359	995105	970632	482653	526763	320809	49616	726791	570698	906831	400761	152054
367124	95151	686255	869415	126386	30920	207372	147007	295579	412520	373717	990128	896992	37256	540147	164791	819552	792927	145333	351366
669698	799700	450832	723903	670082	881809	396789	748859	767305	543114	382276	729106	372952	403002	43582	572957	976540	172100	394539	706891
79027	634156	910627	446643	474932	604067	511500	593589	646821	613830	14739	597954	845225	232122	214416	109241	446360	624	648712	911801
215863	323730	461145	948000	204974	511183	140388	941510	162893	755942	398335	674983	558744	799584	171330	542753	235789	948073	9871	107598
889306	71550	679322	961481	519372	942339	466376	310678	408443	6297	17063	396654	744993	61091	549519	814518	41856	266081	127730	247661
820117	230704	96389	75000	386082	807896	842001	386166	273620	161225	88014	652722	934860	637250	795895	314008	757448	960812	474315	734378
138206	586928	781455	897326	612242	809082	571516	879344	298587	755128	349567	177109	784153	240544	608796	132527	824127	452243	752014	354194
843333	574053	721839	628787	910986	102701	353929	214885	477285	997495	136220	813675	328890	295874	398627	605742	864713	179210	130243	689033
295517	161853	796237	256716	170808	79306	666538	960940	516398	551485	192821	618435	324550	842051	789387	179151	455338	450561	84331	645738
626221	815075	293046	297224	452574	571200	201498	113225	421225	877388	593871	184494	231975	479759	566844	890822	230126	73448	491677	599200
902591	282067	521639	584785	924292	981167	84971	132965	965793	696891	583401	863625	673754	795170	257936	959273	812507	618461	526494	800996
306532	6523	654810	242220	112039	632300	548771	398513	823887	729483	648328	159156	587773	960846	675677	547985	471799	823599	940302	385054
886021	711945	181139	52425	110615	360968	325978	223435	251695	351887	160934	493410	800408	39857	849296	622643	734253	467521	584852	714647
970124	711471	680437	357163	215499	391998	214867	953478	540218	910817	810794	305930	927810	502311	219061	652720	934943	150350	672525	679481
886488	204118	648725	757341	323243	166236	831537	909905	136244	68216	550850	796773	354261	641137	816602	704055	245763	518088	120109	36649
781721	618594	283878	948757	804858	529787	929045	466533	6924	490136	492292	966090	276729	742096	816275	804369	825564	541888	339300	512437
621411	436651	305534	820510	328747	24617	961898	507506	863707	287176	850618	442074	778798	471423	608650	623700	684789	157469	297225	176903
158542	153091	187098	51788	890794	105788	478251	453304	16303	360822	574516	258673	161417	917706	336020	651723	312106	593478	450070	838100
49622	891337	347900	810173	293534	349695	496554	216757	595321	280176	834417	105647	163975	341525	332129	982311	197037	882180	609970	760037
90698	371970	382148	292168	350070	647222	220076	729575	463562	621363	521130	192505	267661	525508	450548	814219	641846	534802	950311	716111
973088	250661	215398	254131	392830	350907	130340	767952	515698	129026	640146	512468	310576	836738	430091	886281	802182	655010	713791	86286
480018	768544	553088	811066	611123	680902	178849	642007	890069	221829	263167	230037	679860	381932	592984	373489	406028	121649	882695	28840
897776	439296	469562	867531	547149	965904	975249	821793	558080	693767	486912	848802	880309	863962	40026	351879	803132	484391	237445	2122
695997	194064	692058	978738	653464	614434	973256	407883	352331	102108	257740	50073	539569	764059	262877	664938	382302	546200	687601	712450
17686	995565	888009	879043	899532	646204	666856	497440	544603	408091	437952	562446	913015	240639	58188	732721	545548	202068	346931	662618
335540	210550	985941	912816	113451	163553	147422	299378	561627	429340	423592	206441	176839	659147	833905	469653	837742	14284	890911	496468
895039	338055	834624	509362	831903	732305	631464	714490	414148	816404	322564	314437	978895	620331	71740	774925	352094	185341	647852	360263
443272	67954	506663	999870	330450	310886	889584	402855	279805	991214	556374	217858	82986	225054	80491	155913	540544	464790	306985	347887
987783	821618	576570	518261	228013	954848	361303	136275	702134	985334	301699	72912	956088	442182	573531	886473	216100	88277	965580	882481
731724	293982	859850	924292	644172	182469	167760	681274	996179	424802	549490	663560	893533	896822	244534	586272	749986	466516	39287	37227
605255	407095	901493	609281	292906	918161	944600	478325	778393	439336	172226	635310	535498	917002	605820	277177	313382	256715	495568	575579
501037	159483	308543	856795	454062	488910	716435	159609	606365	512352	808158	36986	336993	149618	229259	325630	181407	904923	68156	896946
851482	961313	108612	414691	958013	13815	99222	40460	985469	85303	619986	254529	160270	442512	320289	345065	994287	335670	678647	116672
174985	759534	571426	229363	814364	469804	224670	583506	63313	713421	548144	955253	704009	578705	594215	569400	314265	224399	115736	817503
190310	90246	107440	299517	4276	417060	552399	538008	550389	154411	336241	251738	642527	552848	210991	412338	18292	467555	789336	774552
769777	524405	860524	880996	242232	998481	65458	320131	602029	435668	217927	2470	398615	391627	283915	541949	817030	821888	241177	350810
98870	774413	900034	576827	64616	414840	367596	380160	672140	840423	437054	859353	27432	825643	278550	974518	125295	968288	158628	472024
500040	552411	819665	810710	773893	347148	663192	427023	782242	701390	147696	795275	61735	451294	575748	108776	221385	243555	925306	402327
245396	898742	68093	534192	162335	328430	250168	25267	719420	847544	994002	340271	628798	666032	910328	592588	687674	60246	601967	259798
549639	253479	537995	802970	835707	143171	734025	959782	727815	953979	423235	447860	320094	852612	771988	542892	803772	170279	111151	133050
940136	660243	288883	195342	522205	869502	589976	297773	253842	467716	598961	800115	913673	706814	62704	585347	540807	122713	336048	729489
807062	992815	211872	641791	904977	450797	106775	1701	61907	172083	795228	635193	255945	466431	25133	499218	545513	719713	348219	361242
320244	212397	511294	87958	168461	317661	821084	569789	988672	495583	181517	696628	803500	220788	876609	917576	658424	39197	837160	299985
820761	769617	796904	584506	315663	697710	543055	253387	952271	827163	322275	916686	529504	463045	980201	664138	140933	376879	82383	501366
889594	764995	39022	560003	458766	485655	735009	363623	491761	162772	717228	347410	170724	460629	436225	416371	156083	499190	127066	747744
350914	855171	901581	693091	506770	990799	192957	534848	453428	307886	775521	94182	814443	27642	343421	821685	552288	718407	578677	274672
892629	359462	741135	105506	281553	42513	867073	821001	529718	484179	436684	864245	912187	84089	48947	366540	593008	108435	920860	21302
91117	35145	206196	938468	912086	801313	447400	321159	118189	475805	849972	727050	123544	744121	413604	146065	828042	302979	346757	154653
430613	67579	344874	363414	788218	61266	891329	259845	3787	31159	227427	407062	556684	625921	227825	517441	178346	1453	359642	995603
846316	848728	338552	369898	708338	384316	825274	707016	868130	744455	799987	460365	480409	505066	805026	218434	701652	858596	798918	117351
817419	829316	531517	949608	907690	742596	623175	115581	741088	582914	87738	741472	564046	446388	6987	400828	61717	959991	626217	934941
656202	538222	61957	940648	344459	661373	680233	516883	830972	946055	462729	881386	199496	716687	508378	684365	535065	496889	313168	204911
528868	122448	84	687013	506956	861621	481963	487291	132666	148811	207295	799052	284608	293935	49230	292834	842962	42757	271924	647236
269878	532429	842668	661694	473471	599223	5093	715857	700709	500237	240954	552745	269089	749601	981188	581083	339746	566304	190581	229443
751308	700026	67481	523593	414010	122917	278977	460000	888454	468944	798825	533234	502896	347903	397897	209863	691514	431298	203019	754995
210924	682238	4504	722749	761295	381030	611521	936476	691354	235295	508736	873906	58957	469377	5246	618541	839640	682992	323820	919143
435303	34294	287976	500600	350141	247432	807930	709432	797866	3140	304021	208531	781730	330542	254210	476372	704944	65545	623286	925330
712742	803418	481044	236738	513567	548677	892476	242682	800518	542228	195415	229208	91001	936699	604689	110903	899613	161439	341169	799165
135174	673275	802970	41359	379125	159688	477147	267248	179276	973644	653018	863700	482203	156563	393797	808058	173518	41160	626240	593959
242485	631526	262936	124856	918417	130010	325687	323353	269024	906979	582166	107361	983717	648574	483394	685436	919087	671627	202715	177603
748011	859614	880169	622681	947230	624147	908156	420973	209588	139002	395325	637347	468680	412234	700102	590816	281303	181917	943283	348251
733010	34547	575598	11849	978495	732736	89983	188489	488440	705467	586483	150193	342368	950582	47915	856495	989480	880928	725316	580580
605699	3716	879695	729292	91907	657286	924586	285957	239148	751784	837858	677708	797622	908151	61707	519885	80410	120203	622436	462590
191744	607367	479950	25332	77752	657846	766768	310820	382914	539463	192656	321286	16634	131206	390007	9582	339448	161129	172593	650704
64058	9730	285010	124036	517937	393337	238395	488994	847843	502112	115247	171652	862834	226165	845475	868622	573702	687787	592288	256008
367824	658927	898272	659440	633550	437301	937967	204232	79987	103787	940004	279004	881129	289248	18476	244121	629594	454390	254801	84314
286511	64092	877532	144034	803331	760961	949170	65507	763374	149224	894828	902067	916129	180043	835658	840568	340743	74155	10107	419435
308065	485014	549861	79286	669362	374694	17065	802951	449234	718132	38305	741092	757473	653589	83292	115682	343587	873379	278776	285506
963053	485054	297438	586130	900082	164006	7935	954778	414735	409527	583151	610027	279665	706092	578795	203269	872219	509452	457118	49115
95912	889503	828794	133037	598966	927183	168534	539096	833575	264288	933857	132103	607231	786808	367622	270617	754097	192534	692768	403487
524593	275241	388695	712221	592119	711363	658803	276798	196537	709833	780286	762004	582362	148181	69128	331931	5229	3591	546339	516974
270864	913272	238869	545399	660745	361504	291293	700648	677122	575163	862666	305313	138127	424194	909991	64319	934867	854286	899945	568513
102735	405142	250706	775531	354797	321581	843304	741290	278759	294897	958654	642737	710355	393634	96238	984423	685814	589097	243763	457387
982756	606684	532070	73785	60074	4984	599639	249072	176370	172935	719022	540823	583685	274519	113229	393244	240596	870265	469630	948784
258576	839037	365701	893283	373272	463076	514457	349620	991731	981942	695046	165751	602812	718744	572894	994874	429760	208727	52686	80722
432291	358609	270993	349776	233053	899892	731463	490763	59655	863012	785339	43244	25762	752515	928310	602471	89095	666186	713991	13078
492364	941805	555465	773625	467538	325255	128956	790915	566247	3877	930283	926734	553142	504600	206328	144219	958035	259247	20233	359298
997622	27201	582064	600987	307201	677833	523449	936008	615976	192364	284834	351597	772196	338046	822309	895589	845904	902696	72862	601554
118152	346769	891266	892461	258920	87919	832579	613323	881684	398591	160589	856743	319818	417329	554097	529664	350006	898663	445525	218527
786432	586411	11455	348381	768702	604972	418628	329627	952715	10538	878455	524576	32162	239358	541358	48225	966853	71393	193598	93515
124643	412372	413210	497875	980573	660397	728479	743540	120335	699414	24944	424832	341328	546699	854601	69601	873206	437427	300948	460797
79474	297568	380861	687564	167190	902750	151920	593567	138084	912189	178318	481060	34290	225958	361350	63147	245387	241002	505382	642523
284603	996856	397977	623807	404604	669496	761902	447075	398059	316489	853207	591225	493351	789179	898451	891517	155647	952655	262177	7817
928194	452879	590975	380896	840071	229320	955127	42934	581508	603446	27349	956386	890397	357256	52221	742959	700269	25042	750066	369573
536028	751121	193692	283848	656084	878252	104370	478088	108815	886644	456549	5174	275431	58430	332570	383941	849457	436698	881613	751364
787216	406003	461740	717391	98516	551899	697481	636377	785130	263303	754689	582895	668450	418075	984846	914262	515199	357388	611792	482882
358142	317057	568375	755710	442533	162815	980719	990221	374521	30942	879548	302844	853884	213058	889747	327443	631950	369310	723252	791181
41522	209167	857277	486473	882407	854237	925017	725462	359267	123370	371078	925053	221782	13354	386022	582008	756037	353619	508794	626006
722073	517582	468760	783570	117863	491341	802490	586009	634052	120133	195252	219744	595927	426572	135372	273645	99581	555441	291421	502093
788786	266688	825490	263745	265459	969216	213917	742895	424265	876742	119521	827718	273092	793284	388880	222149	125261	295493	257570	607713
48040	267133	814195	107121	891823	895119	275134	148407	548261	235966	305417	101765	460325	346435	467507	110174	694605	433035	951281	604579
302721	683532	639967	726321	656892	529008	863608	67885	507777	394013	451903	33608	957347	912496	677357	447263	327499	382283	560131	607159
502746	24886	342543	591544	910053	372105	33100	112735	46961	568816	938806	822277	243920	665326	137136	222965	460377	418256	171705	144291
585046	351839	401914	679916	731435	63250	849243	966409	355539	765300	456582	176678	265098	594428	978039	846736	749659	24672	596573	220618
194711	371239	315675	322558	969093	896824	759303	236097	313520	9225	337067	457278	679569	695022	542847	889021	424371	489845	152189	216634
380974	919455	618404	535082	35766	87087	942286	397655	401077	866733	804096	405287	929317	959778	371690	101184	470541	596255	414966	319022
764277	292185	838583	585941	558211	760419	789281	570817	971729	125665	464484	92627	764660	125250	593450	915900	179971	754182	868418	216416
761271	51922	241275	293075	640244	467213	252105	645936	323144	70550	588244	120949	327491	136301	292573	52848	191804	996968	667483	910284
146040	900630	748404	185343	818028	315242	932161	575698	928888	596074	227047	392415	375632	261517	290501	199136	448345	258308	398068	644846
366118	637387	968283	857861	228428	336058	499941	554399	269148	896478	116199	618019	978185	536470	955501	58001	386438	474761	994381	500418
303475	551398	66577	267101	441837	760181	907056	369495	758123	176487	772724	402968	33242	707638	633651	827803	516593	769758	686431	758954
648617	962929	837914	602814	414733	838539	927327	931746	559048	483685	810068	853350	43569	441446	690214	348222	308230	966589	537948	20049
793599	47571	578310	518383	985305	272409	675106	848566	514350	175370	184896	155495	480345	702270	637309	574204	528398	803693	746308	251014
671890	582689	404750	850037	492464	862463	340835	314740	547162	737206	510913	536012	839700	981612	4789	908141	691906	225867	495994	289061
724591	579882	751177	926465	789199	801145	575257	815475	578307	128097	45579	407949	767736	489465	750136	918571	129393	583475	511401	939439
423644	683246	639248	822886	435784	303190	859788	41531	428180	578575	857599	618572	736654	791556	205012	863588	27827	954579	127051	433533
627026	236717	158194	511191	431231	932987	538628	315034	980917	833463	772771	464381	374450	476183	728082	176499	14864	435797	142145	423738
929784	447102	620171	857653	642609	676795	136990	357006	532692	872315	409832	573462	86102	192326	84156	124709	403870	216306	266737	482646
38077	879273	492205	550192	532042	482661	290512	81020	826716	72053	249182	758398	664626	26795	161470	196621	342634	920745	54818	909126
98171	694159	947159	248340	695756	747641	986088	62957	666447	513844	99936	320486	928990	98183	442009	803851	938336	62427	780304	708080
618606	81505	671551	604929	968977	532728	722963	278698	469006	427082	96041	210663	218937	103231	725270	787477	166048	250400	380596	539676
12344	448611	947966	809527	918221	474038	529638	259404	459084	579099	893887	242941	896100	150972	160723	103108	153266	641513	812477	865678
173486	567648	618135	644650	596295	774034	454636	403519	199984	496117	178870	571689	619254	469061	971439	652479	67532	404210	582456	715323
534142	792593	449636	103804	53275	636416	556704	792697	978840	590607	472661	940925	125433	243288	727008	957115	638784	87794	479594	71272
751842	219548	987741	445023	337190	718512	398803	341040	440794	675747	678078	536800	211499	854300	353111	44007	417854	886654	319451	926043
886373	400209	394117	973058	646244	931796	989285	320510	451094	773878	737993	861793	912206	930546	189706	512250	448276	79055	190245	887194
730674	135747	521793	35903	527112	103662	301785	94596	772928	832851	450984	678748	368714	415973	899002	377733	51074	921179	455442	831958
318746	866194	103273	256336	528836	425289	100487	454466	883116	921387	519073	614397	529643	347702	793003	199869	79223	134632	596739	289194
232279	915410	859730	374620	245220	913617	37575	752919	513365	371708	702556	512520	623755	385220	520077	285040	868647	117668	679949	997318
957882	921927	239245	779757	349747	26304	219191	318086	560987	870534	213369	178474	749237	668123	387788	397246	583578	377700	312494	520862
428956	629594	598415	630259	691358	92282	496489	859336	336656	929261	227160	812521	479560	685833	681391	380799	7971	39483	419690	635423
19603	414554	775011	987271	268141	577687	188244	715724	360503	199815	432332	569570	515686	666877	183175	882295	505547	45480	56076	190670
583562	334157	431168	587886	276322	682830	577789	475344	410190	428670	322301	732207	831819	454827	936830	887584	587150	803507	838281	170883
199762	338300	615080	655997	955289	864846	391351	256289	905349	972876	260416	892224	731511	818819	118789	209178	516940	871990	678476	616107
122239	17178	103028	571816	83496	185462	408544	944990	108942	7183	789091	681788	778038	179840	449595	164108	438540	881939	256249	648002
799880	884166	51706	293337	690285	889463	566565	160057	232423	326575	607534	239226	335757	866876	706465	665493	71032	205388	375068	826309
885165	637565	439662	505340	432929	560908	140921	28678	511230	922269	481098	7365	753043	514453	487522	423710	533774	375201	292685	457830
352537	298681	6600	504693	47468	829122	734562	110475	683242	46967	339440	694045	489779	885176	196584	824172	643806	233390	815508	977669
253294	938424	513795	226584	732612	649125	360368	610890	871061	28671	61641	922922	438363	456580	173059	147304	203751	92872	31588	178188
264017	529640	146164	95800	605855	538195	736798	467221	565024	423818	375263	73157	732928	162323	504517	712921	569505	420828	881681	921908
392131	823358	607955	860265	731921	793544	766430	59362	213889	460875	23218	559033	871761	406767	252708	670093	870593	122492	690418	573047
